lat,lon,value,tooltip
42.378619,-71.06495,2379.07206318,"02129 - $36,150,000 - Boston Interactive, Eons, Indie Ambassador, Infinetics, Meetcha, ... - $2,379 per person"
34.166906,-118.34366,984.822746708,"91505 - $28,791,293 - DVS Intelestream, en2go, Headplay, Hollywood OS?, Internships, ... - $984 per person"
34.177606,-118.30954,21.7391304348,"91502 - $250,000 - Be Jane, IndustryTrader.com, Open Television Network, 3ality Digital - $21 per person"
33.640223,-117.69108,1838.35584025,"92630 - $108,770,000 - Accurate Background, CompuExpert, Front Line Management, Jaenovation, Jazel Auto, ... - $1,838 per person"
42.601684,-71.22071,678.049465992,"01876 - $19,300,000 - BlueNote Networks, Cambridge Heart, Eluma, Sonexis - $678 per person"
40.042957,-75.53221,26526.4322053,"19355 - $599,630,000 - Acognita, AnySource Media, Ascenta Therapeutics, BravoSolution, Burning Sky Software, ... - $26,526 per person"
42.671589,-71.41694,2167.6300578,"01879 - $24,000,000 - Beacon Power, Hello Vino - $2,167 per person"
29.944922,-95.34152,555.761393109,"77032 - $6,000,000 - FSV Payment Systems - $555 per person"
41.832798,-72.72642,89.3540975236,"06002 - $1,750,000 - LiquidPiston, Prophesy Transportation Solutions - $89 per person"
29.704584,-95.40466,159.322651129,"77030 - $1,750,000 - Ensysce Biosciences, Nano3D Biosciences - $159 per person"
45.681271,-122.66712,528.33115215,"98665 - $10,900,000 - Idooble, Inc., nLight - $528 per person"
30.206922,-81.54604,212.758656189,"32256 - $6,200,000 - Global Axcess, Mobimity, St. John & Partners, System Innovators, Vurv Technology - $212 per person"
47.543348,-122.27496,318.697751955,"98118 - $13,000,000 - Billy Fez Productions, Skytap - $318 per person"
47.63877,-122.36694,8785.98311464,"98119 - $172,750,000 - A Place for Mom, Big Fish Games, CarDomain Network, Cell Therapeutics, Confluence Digital, ... - $8,785 per person"
39.103704,-94.57311,1628.13415825,"64106 - $10,000,000 - Handmark - $1,628 per person"
47.629653,-122.29752,466.796875,"98112 - $9,560,000 - Atossa Genetics, AvoGen, everythingIsTheBest, HomeSavvi, IndieFlix, ... - $466 per person"
47.65526,-122.53508,241.284222966,"98110 - $4,900,000 - Avalara, HandBag Betty, iFerry, Mixtur Interactive, Qponix, ... - $241 per person"
33.828366,-118.18235,31.6967257282,"90807 - $1,000,000 - Adisn, Appr.tv, Laserfiche - $31 per person"
41.298648,-72.60938,139.993280323,"06443 - $2,500,000 - Welltok - $139 per person"
40.888408,-81.41066,482.638073622,"44720 - $18,500,000 - Event Ticketing Systems, Visual Edge Technology - $482 per person"
32.505352,-93.74861,302.114803625,"71101 - $3,000,000 - ArcMail - $302 per person"
47.450321,-122.27472,19.1426736926,"98188 - $432,299 - Design Clinicals, Portent Interactive, ZonarSystems - $19 per person"
38.7785,-90.37005,662.770065755,"63042 - $12,700,000 - Confluence Solar - $662 per person"
39.782842,-86.15673,4587.58438354,"46202 - $68,800,003 - Angie's List, ImmuneWorks, TGFI, Inc. - $4,587 per person"
39.771743,-86.15598,22665.7625075,"46204 - $150,410,000 - Compendium Blogware, DK New Media, enGreet, ExactTarget, Sagebit - $22,665 per person"
42.188074,-87.92717,3886.72959467,"60069 - $28,000,000 - Acco Brands, BioSante Pharmaceuticals, Hewitt Associates, Zebra Technologies - $3,886 per person"
37.516687,-122.29026,5924.22678879,"94002 - $151,352,146 - FaceTime Communications, Inc., ixi mobile, PowerVision, Reactivity, Red Herring, ... - $5,924 per person"
37.682882,-122.40422,127953.53361,"94005 - $462,552,024 - Adzilla, BiPar Sciences, Glam Media, Rotten Tomatoes, Shopping.com, ... - $127,953 per person"
42.229856,-87.96779,122.983077529,"60061 - $2,500,000 - Concuity - $122 per person"
38.484747,-121.4024,29.16408443,"95828 - $1,600,000 - Pro-Tech Industries - $29 per person"
42.124576,-87.84303,1263.86413151,"60062 - $51,050,000 - Allstate, Handster, Horizon Therapeutics, Informance International, QuietAgent, ... - $1,263 per person"
42.300096,-71.30336,136.19525914,"02482 - $1,694,950 - Common Soles, SurIDx, Walden Technology Partners, Inc, Wellesley Media - $136 per person"
40.705747,-111.79973,636.730617171,"84109 - $15,300,000 - Axial Biotech, Juneau Biosciences, Taueret Laboratories - $636 per person"
40.680064,-111.8222,401.948266894,"84124 - $8,500,000 - Inaura - $401 per person"
40.114931,-88.24322,226.029026886,"61820 - $7,600,000 - Cazoodle, Chapter Communications, One Llama Media, RiverGlass, Inc., TickerGram - $226 per person"
33.921313,-118.40843,9414.95665191,"90245 - $150,950,000 - Accordent Technologies, AdEngage, Agent Image, AWR Corporation, CarsDirect.com, ... - $9,414 per person"
40.754746,-111.89875,1532.80196199,"84101 - $5,000,000 - Agency Fusion, AgencyWorks, Consolidated Energy,  Alliance Health Networks, 3point5.com - $1,532 per person"
40.750628,-111.94077,732.486904022,"84104 - $16,500,000 - Coherex Medical, Nonstop Music - $732 per person"
40.737132,-111.86044,26.8300317489,"84105 - $600,000 - Jounce - $26 per person"
40.706246,-111.85657,218.546061618,"84106 - $7,200,000 - CrimeReports, Discounts Ahoy, List Here, ShareNPay, Vehix - $218 per person"
40.659997,-111.88394,16.2501218759,"84107 - $500,000 - Connect Financial Software Solutions, Mindshare Technologies - $16 per person"
34.090975,-118.3813,2125.52096102,"90069 - $43,350,000 - Ciplex, CityGrid Media, Citysearch, Digital Media Wire, Evite, ... - $2,125 per person"
42.467235,-83.17952,98.4827501308,"48237 - $3,200,000 - Fisher Coachworks - $98 per person"
25.962069,-80.14465,1466.41665465,"33180 - $30,500,000 - Abakan, Absolute Web Services, Inc., BlueTree Marketing , Global Roaming , Hii Def Inc., ... - $1,466 per person"
34.002011,-118.43083,194.746349241,"90066 - $10,748,830 - Corra Group, DAVE Networks, Davinci Selectwork, GameFly, Gehry Technologies, ... - $194 per person"
34.056709,-118.41183,746.830427892,"90067 - $1,885,000 - Creative Artists Agency, GoldCoinGain, International Creative Management, Mandalay Media, Network Foundation Technologies, ... - $746 per person"
34.03457,-118.42843,4704.15288497,"90064 - $115,200,000 - Bender/Helper Impact PR, BizRate, DrunkDuck, Fandango, FitnessBlowout.com, ... - $4,704 per person"
33.212203,-96.67522,7.21771516009,"75070 - $250,000 - PhaseWare, Rethink Books - $7 per person"
39.385165,-77.4539,369.417108251,"21703 - $9,760,000 - Cerona Networks, KeyStone Learning Systems, Qovia - $369 per person"
41.882082,-87.64461,32788.6809676,"60661 - $143,680,000 - Academic Capital Exchange, Applimation, Arroweye Solutions, Billups Design, CapAlly, ... - $32,788 per person"
41.598255,-87.89201,167.432070417,"60467 - $3,500,000 - Fourier Systems - $167 per person"
40.581595,-111.88821,1116.24466154,"84070 - $25,823,204 - Cymphonix, SecureAlert - $1,116 per person"
42.705345,-73.76924,631.785847997,"12211 - $6,750,000 - FlatBurger - $631 per person"
42.546445,-83.28083,510.308226169,"48301 - $7,500,000 - gloStream - $510 per person"
34.235408,-84.17441,6.7736311375,"30040 - $287,500 - MapShots, Toomah - $6 per person"
29.938005,-90.07195,2011.28198241,"70130 - $29,950,000 - Flatsourcing, Green Innovations, Jackson Square Group, Jodia, Philoptima, ... - $2,011 per person"
32.260316,-110.98534,121.379010489,"85705 - $6,700,000 - BioVigilant Systems, E-junkie, Truckeo - $121 per person"
39.626736,-75.84294,2.09254270095,"21921 - $80,000 - Spiralcat - $2 per person"
40.961206,-81.42516,95.069083534,"44685 - $2,250,000 - I2C Technologies - $95 per person"
41.432149,-81.80467,248.590735619,"44135 - $7,100,000 - Arisdyne Systems - $248 per person"
41.391753,-81.65816,639.836446337,"44131 - $13,222,860 - Bennett Adelson, CBIZ, Five Star Technologies, Life Line Screening - $639 per person"
42.925677,-83.63585,6.29596051174,"48439 - $250,000 - Zweemie - $6 per person"
39.610431,-104.88139,653.3421872,"80111 - $16,996,697 - CIBER, CloudSH.com, Critigen, Datria Systems, Dean Evans & Associates, ... - $653 per person"
40.246802,-74.93912,3406.95402087,"18940 - $92,400,000 - EPAM Systems, Quinnova Pharmaceuticals - $3,406 per person"
42.311997,-71.22046,8344.6866485,"02464 - $24,500,000 - Behave Media, Crosscheck Networks, Garfield Group Interactive, NKT Therapeutics, PeerApp, ... - $8,344 per person"
42.345833,-71.24735,2495.44537696,"02466 - $17,542,981 - InStream Media, JackPot Rewards, Questex Media Group, Rocket Software - $2,495 per person"
42.352996,-71.20907,1859.34594772,"02460 - $17,000,000 - Attivio, Zeo - $1,859 per person"
37.658898,-121.87149,1810.63331879,"94566 - $66,385,060 - Arcxis Biotechnologies, Big Universe, Echopass Corporation, ExpertHub, F-Origin, ... - $1,810 per person"
37.878625,-122.18296,111.457868926,"94563 - $2,000,000 - Athena Feminine Technologies, Intraware, mReplay - $111 per person"
37.535586,-122.03362,3294.36556709,"94560 - $139,915,000 - CalStar Products, InSound Medical, Kaiam, LeapFILE, Lumenergi, ... - $3,294 per person"
36.151324,-86.8559,0.855163763861,"37209 - $30,000 - Inspivia - $0 per person"
36.113558,-86.86207,11.4358903984,"37205 - $250,000 - InstantAmber, Smartvue - $11 per person"
36.215535,-86.77317,27.9767233662,"37207 - $1,000,000 - Change:Healthcare - $27 per person"
36.152607,-86.78927,1130.58446131,"37203 - $14,450,000 - Bizooki, Cell Journalist, Cumberland Pharmaceuticals, Education Networks of America, GoYoDeo, ... - $1,130 per person"
30.340111,-97.98869,16109.1549296,"78738 - $45,750,000 - Cosential, Intrinsity, StockNod, Siano - $16,109 per person"
39.200035,-119.72732,438.380185216,"89706 - $8,000,000 - ElectraTherm, MyStore - $438 per person"
30.250761,-97.84469,6276.31578947,"78735 - $60,698,250 - CSIdentity, Javelin Semiconductor, Metreos Corporation, Nuventix - $6,276 per person"
30.359935,-97.83125,29426.360696,"78730 - $143,747,772 - Alliance Tech, Ascendant Technology, Conformity, CoreTrace, CoVi Technologies, ... - $29,426 per person"
30.344305,-97.7638,4582.16422129,"78731 - $110,242,289 - Alereon, BP3, Bulldog Solutions, Cycorp, GotStatus, ... - $4,582 per person"
41.430068,-71.78101,2904.86564996,"02804 - $8,000,000 - GreenBytes - $2,904 per person"
40.633652,-74.5008,1687.88241086,"07059 - $24,000,000 - Acrelic Interactive, Advantedge Healthcare Solutions, Magnolia Broadband, Virgin Mobile USA - $1,687 per person"
37.731272,-120.94365,393.605425699,"95367 - $6,500,000 - ECO2 Plastics - $393 per person"
42.949707,-78.85923,9.07279433586,"14216 - $214,000 - Screampoint - $9 per person"
43.627734,-116.20756,576.75448715,"83702 - $12,500,000 - Balihoo, CradlePoint, Yellow Box Studio - $576 per person"
33.879003,-84.37203,2956.56217305,"30342 - $76,300,000 - AT&T Wireless, E-Strategic Solutions, MediaWheel, Pantech, RingBranch, ... - $2,956 per person"
43.593523,-116.19903,3328.65581046,"83706 - $102,000,000 - Clickbank, Kayako, U.S. Geothermal - $3,328 per person"
33.926753,-84.33877,6060.60674931,"30346 - $8,800,001 - b-pack, Hughes Telematics, Matrix Resources, Screaming Sports - $6,060 per person"
37.855527,-122.49949,9449.40210601,"94965 - $105,890,000 - Adgregate Markets, Blowtorch, Capton, FairBenjamin, GiantBomb, ... - $9,449 per person"
33.226598,-97.13061,1016.22684806,"76201 - $49,600,000 - eInstruction, 17 Webshop - $1,016 per person"
42.854423,-70.93547,182.370820669,"01913 - $3,000,000 - Performable - $182 per person"
42.560995,-70.8757,540.615122171,"01915 - $21,550,000 - Altova, Hamilton Thorne, Rewatchable, Searchandise Commerce, SiOnyx, ... - $540 per person"
35.997193,-78.89731,5399.26681543,"27701 - $135,500,000 - Bronto Software, Datacraft Solutions, eMinor, Handango, Original Projects, ... - $5,399 per person"
35.966431,-78.83969,3237.5487343,"27703 - $102,572,019 - Arc Solutions, CellzDirect, Curaxis Pharmaceutical, ICAgen, Mettoni Group, ... - $3,237 per person"
38.590652,-90.35168,290.562529056,"63119 - $10,000,000 - Exegy - $290 per person"
42.060034,-73.88393,854.969509683,"12583 - $2,075,011 - WhoSay - $854 per person"
29.996916,-97.84756,2406.09961877,"78640 - $38,500,000 - Xtreme Power - $2,406 per person"
37.592184,-122.04577,421.325067337,"94587 - $28,000,000 - Axygen, CareerTiger, Glacier Bay - $421 per person"
37.75735,-121.95213,1883.71957528,"94583 - $83,026,824 - A la Mobile, AccountNow, Alachisoft, BigDates Solutions, BISNet, ... - $1,883 per person"
37.68973,-121.89244,16315.0779143,"94588 - $465,909,680 - AdventNet, AlarmPoint Systems, AlarmPointSystems, Amphire Solutions, beRelevant, ... - $16,315 per person"
40.721602,-74.04703,5792.755359,"07302 - $184,030,045 - Accoona, Axon Solutions, Bel Fuse, Datapipe, Goom Radio, ... - $5,792 per person"
42.220447,-71.53418,1506.06923423,"01748 - $20,100,000 - CentricInfo, EMC, Facet Solutions, Flimp Media - $1,506 per person"
32.420814,-90.13134,537.555588135,"39157 - $11,000,000 - Bomgar, Common CENTS - $537 per person"
28.541879,-81.37446,4330.11655596,"32801 - $34,550,000 - BARTHIBAN PayPerPost, Black River Diversified Services & Investments, Databanq, Hod, Impressto, ... - $4,330 per person"
36.087623,-115.08872,225.692045507,"89120 - $4,900,000 - Las Vegas Digital Dental Solutions (LVDDS), LiveDeal, LiveDeal Yellowpages, Swamble, Velvet Deck - $225 per person"
42.295544,-71.50468,18018.018018,"01745 - $8,000,000 - UpdateLogic - $18,018 per person"
33.677224,-117.90863,726.141078838,"92626 - $35,000,000 - Bidspeed, Ceradyne, Citent , Dynamic Interactive, Elaborate Search Engine Marketing, ... - $726 per person"
33.647028,-117.91506,4.83356427029,"92627 - $300,000 - Vertical Media Group, ZimpleMoney - $4 per person"
38.859675,-77.26167,373.580394501,"22031 - $10,000,000 - Capitol Advantage Publishing, Congress.org, Fortisphere, TransEffect - $373 per person"
42.573592,-71.2911,6218.76385542,"01862 - $61,938,888 - Arigo, Contour Semiconductor, Iperia, Passport Systems, Radio Waves, ... - $6,218 per person"
42.52585,-71.10993,379.618694112,"01867 - $9,000,000 - eWebHealth, HighRoads - $379 per person"
38.926838,-92.29003,70.9178799896,"65201 - $2,450,000 - BigTree Solutions, Media Convergence Group, Newsy - $70 per person"
40.040505,-75.63425,2475.42012412,"19341 - $35,500,000 - Austill's Rehabilitation Services, Bentley Systems, iPipeline, Melior Discovery, On-Line Monitoring, ... - $2,475 per person"
29.755578,-95.36531,23970.9534201,"77002 - $318,550,000 - Calpine, DRE Software, Inc., Horizon Wind Energy, Kid Care Years, LyntonWeb, ... - $23,970 per person"
29.772627,-95.40319,657.211894919,"77007 - $14,785,296 - Glycos Biotechnologies, Hush Labs, Infrastruct Security - $657 per person"
29.741878,-95.38944,423.841059603,"77006 - $8,000,000 - BBS Technologies, Idera, Mouth Watering Media, Tip'd - $423 per person"
29.717529,-95.42821,85.697146285,"77005 - $2,000,000 - CultureMap, Supply Chain Connect, Salient Pharmaceuticals - $85 per person"
45.545841,-122.94605,2042.30678943,"97124 - $78,300,000 - Advanced Inquiry Systems Inc., NexPlanar, Phoseon Technology, Spectrawatt, Team Estrogen, ... - $2,042 per person"
42.185974,-71.20166,682.128240109,"02062 - $19,500,000 - Gryphon Networks, Molecular Biometrics - $682 per person"
44.651265,-74.95289,146.808385695,"13676 - $2,500,000 - SpiceCSM, ZeroPoint Clean Tech - $146 per person"
44.866236,-93.54487,512.73810915,"55317 - $8,775,000 - Avantstar, Cardiocom, GeoDigm, Indigo Identityware, TestQuest - $512 per person"
41.457711,-72.81704,997.094712377,"06492 - $42,900,000 - Ampheno, InSiteOne, Queralt LLC, SourceMedical, SmartLink Radio Networks, ... - $997 per person"
34.443746,-119.94215,3117.97078247,"93117 - $155,805,000 - Agility Communications, BAROnova, Citrix Online, IMT (Innovative Micro Technology), InTouch Technologies, ... - $3,117 per person"
47.61157,-122.30406,1351.16359847,"98122 - $38,900,000 - ClayValet, eNotes, Hidden City Games, iLike, Instant Journalist, ... - $1,351 per person"
47.61487,-122.34578,44714.3018229,"98121 - $382,664,995 - Artefact, Calistoga Pharmaceuticals, Calypso Medical, Clarity Health Services, Creative Media Alliance, ... - $44,714 per person"
40.03263,-76.33328,46.8660498863,"17603 - $2,700,000 - FlyCast, GetMyHomesValue.com, Immunomic Therapeutics, ProspectMX - $46 per person"
40.032664,-76.27575,32.1157881214,"17602 - $1,500,000 - Mission Research, Nxtbook Media - $32 per person"
42.121932,-71.04522,1288.54377673,"02322 - $5,725,000 - Terascala - $1,288 per person"
36.142743,-95.98872,580.474934037,"74119 - $2,200,000 - MacroSolve - $580 per person"
42.540052,-71.49085,12100.8557457,"01460 - $98,985,000 - Akorri Networks, CLK Design Automation, Converged Access, Inforonics, Marathon Technologies, ... - $12,100 per person"
29.653145,-82.3469,106.360603172,"32603 - $1,227,295 - Bit Cauldron - $106 per person"
47.677471,-122.12138,4372.82333977,"98052 - $219,730,000 - aQuantive, Avidian Technologies, Baldy Beanbag, Caligari Corporation, Conversational Computing, ... - $4,372 per person"
38.979413,-76.74382,237.849837469,"20715 - $6,000,000 - LogicTree - $237 per person"
42.29813,-71.23154,9148.35979542,"02494 - $82,280,348 - Assembla, Azigo (formerly Parity), BitPipe, EasyLobby, Extreme Reach, ... - $9,148 per person"
42.033313,-87.75764,1171.72523962,"60077 - $29,340,000 - Forsythe, Ifbyphone, NanoInk, Polyera, Tabyat Partners, ... - $1,171 per person"
33.828815,-118.38322,737.40270381,"90277 - $25,200,000 - ArcoStream, Market and Sales Logic, Moneywellspent, OCTANE360, Sierra Monolithics, ... - $737 per person"
33.758216,-118.36425,227.818036402,"90275 - $9,400,000 - Metaplace - $227 per person"
34.050505,-118.53374,21.0755169048,"90272 - $475,000 - Closet Couture, Famundo, Webgiftr - $21 per person"
33.426885,-111.92733,1557.75596952,"85281 - $79,525,000 - AdOn Network, Calibrus, CIRCUIT EXPRESS, FetchBack, LifeLock, ... - $1,557 per person"
33.338333,-111.92962,1025.64102564,"85284 - $18,000,000 - Andigilog - $1,025 per person"
40.888678,-74.0488,1452.7731565,"07601 - $62,000,000 - Global Ground Automation, Ness Technologies, O.L.A. SCANNING, Objectsoft, Skyworks Interactive, ... - $1,452 per person"
33.992411,-118.46531,1070.34625056,"90291 - $33,200,000 - Access360 Media, Driftr, eFans, Ergolution, Inc., Faketown, ... - $1,070 per person"
33.976373,-118.45458,2085.61776596,"90292 - $37,660,000 - AdStar, Awareness Technologies, BuzzDash, CADFORCE, CinemaNow, ... - $2,085 per person"
42.343787,-83.05879,530.50397878,"48201 - $8,000,000 - Delphinus Medical Technologies, WaTunes - $530 per person"
41.260566,-95.9362,43606.870229,"68102 - $228,500,000 - AltraBiofuels, WebEquity, What Cheer - $43,606 per person"
32.948974,-96.70916,7703.00061237,"75081 - $251,580,000 - AirWalk Communications, Boomerang Data, Convey Computer, GlobeRanger, InnerWireless, ... - $7,703 per person"
32.969523,-96.74093,872.704170036,"75080 - $37,775,000 - Centina Systems, Einstein's Eyes, Enfora, JAD Tech Consulting, MutualMind, ... - $872 per person"
32.993405,-96.65901,4174.33581994,"75082 - $64,910,922 - AppTrigger, CommScope Enterprise Solutions, Lucidity Consulting Group, MetroPCS Communications, Navini Networks, ... - $4,174 per person"
37.792778,-122.42188,131.954990945,"94109 - $7,431,969 - Cloudize, Cofoundr, Daikana, Doochoo, EcoFlip, ... - $131 per person"
40.394235,-111.79449,3245.62267994,"84003 - $98,800,000 - Move Networks, OrangeSoda - $3,245 per person"
32.938774,-96.78543,84.994900306,"75240 - $4,250,000 - Clearview International, Endeavor Commerce, iBiz Software, Quick Logo Design, Virtual Telephone & Telegraph - $84 per person"
32.922624,-96.83616,2368.0448333,"75244 - $41,410,000 - SoftLayer, Tek-Tools Software, TelaDoc, Watt & Company - $2,368 per person"
37.772329,-122.41087,67398.7973149,"94103 - $1,551,250,719 - AdaptiveAds, AdBrite, Advent Software, Affine Systems, Affinity Labs, ... - $67,398 per person"
32.968123,-96.78863,151.42337977,"75248 - $5,000,000 - AAfter Corporation, Assurance Screening, Diodes Incorporated, Magic Logix, SandLinks, ... - $151 per person"
37.789228,-122.3957,472540.758989,"94105 - $972,488,882 - Access Communications, AlphaBird, AnswerLab, AppLaunchPR, Aptimus, ... - $472,540 per person"
37.791728,-122.4019,1681925.86096,"94104 - $629,040,272 - AddictingGames, AdPortal, Adteractive, Inc., Alcance Media Group, Allvoices, ... - $1,681,925 per person"
37.766529,-122.39577,95414.1848227,"94107 - $1,657,153,562 - Access New Media, Adaptive Path, Adteractive, AKQA, Aligo, ... - $95,414 per person"
42.508809,-83.40875,21.7391304348,"48331 - $500,000 - GALE CENGAGE Learning, The Solution Group - $21 per person"
42.449454,-76.49685,190.521436684,"14850 - $12,078,297 - Adenios, ADispell, BinOptics, Kionix, Mezmeriz, ... - $190 per person"
38.999992,-77.03404,1194.08227492,"20910 - $42,495,000 - Bluedog, Carfeine, Competitive Power Ventures, eProcess Solutions, jasmere.com, ... - $1,194 per person"
41.472881,-81.52209,461.542871886,"44122 - $16,100,000 - Dot Com Infoway Australia, Great Lakes Pharmaceuticals, Point to Point, PreEmptive Solutions, SmartVM, ... - $461 per person"
40.800086,-81.95726,9.39606774565,"44691 - $400,000 - Confer, ExpenseWire - $9 per person"
41.444833,-73.6845,1.25397090787,"10512 - $30,000 - DAS - $1 per person"
40.445203,-75.34838,64.3417835542,"18951 - $2,000,000 - RCD Technology, Reenhanced - $64 per person"
37.809427,-122.27172,11410.2564103,"94612 - $133,500,000 - AmberPoint, EADOC, FilmSuggest, Foodproof, Greener World Media, ... - $11,410 per person"
38.997511,-76.49803,1554.74320719,"21401 - $78,677,780 - eTelemetry, Netcordia, OpenAmplify, PharmAthene, TechPerm, ... - $1,554 per person"
42.416745,-71.17761,83.8937507411,"02476 - $1,414,952 - Blogpire Productions, Glance, Glance Networks, ModelSheet Software, PurposeEnergy, ... - $83 per person"
42.419496,-71.15635,470.662064638,"02474 - $12,000,000 - Cutter Consortium, SURF Communication Solutions - $470 per person"
42.371296,-71.18196,22159.7041169,"02472 - $730,960,000 - A123 Systems, Apredica, athenahealth, CampusHero, Dicerna Pharmaceuticals, ... - $22,159 per person"
41.427945,-75.13473,3.57033561155,"18428 - $35,000 - eVendor Check - $3 per person"
37.68858,-122.15421,2322.997677,"94579 - $46,000,000 - C-KDeals Technology, ePAC Technologies - $2,322 per person"
37.926509,-122.3408,1125.89559877,"94804 - $44,000,000 - EcoTimber, Transcept Pharmaceuticals, Vertigo, Vertigo Software - $1,125 per person"
37.972623,-122.33873,8.97359966977,"94806 - $500,000 - InOutCash.com, Linksify - $8 per person"
36.103408,-86.66616,36.7582087442,"37217 - $1,040,000 - Universal Robotics - $36 per person"
36.166956,-86.66869,5.59039057188,"37214 - $148,000 - Dataium - $5 per person"
36.098408,-86.82522,678.364688857,"37215 - $15,000,000 - Binserver, edo Interactive, Solidus Company, Uselabs - $678 per person"
40.728901,-74.26821,125.897016241,"07040 - $3,000,000 - Aigc Northamerica, FunGoPlay - $125 per person"
38.254671,-85.70254,252.627324171,"40206 - $5,000,000 - DEAN Alert, First30Days - $252 per person"
40.81315,-74.21576,1.00382942336,"07042 - $27,000 - Bubbalon.com, goodideazs, Virtual Press Office - $1 per person"
38.23862,-85.72626,23.406674246,"40204 - $350,000 - eleap, Resonant Vibes, Your Mapper - $23 per person"
30.207559,-97.79575,397.782972626,"78745 - $21,100,000 - Conference Call Notes, Cubit Planning, StoredIQ - $397 per person"
30.188377,-97.74038,3088.47089539,"78744 - $104,100,000 - Absorbent, Ink., Asuragen, Microstaq, Mirna Therapeutics, Open Labs, ... - $3,088 per person"
30.287739,-97.8022,11851.8074011,"78746 - $308,419,584 - ActiveHire, Affinegy, Bazaarvoice, Bones in Motion, BreakingPoint Systems, ... - $11,851 per person"
41.581181,-93.78287,1852.07312702,"50266 - $31,000,000 - GeoLearning - $1,852 per person"
42.886486,-71.30019,498.402181242,"03038 - $17,000,000 - Cedar Point Communications, Workpost - $498 per person"
42.212949,-71.20735,4656.77575069,"02090 - $65,600,000 - Acumentrics, Brightleaf, Netbyte Hosting, Network Intelligence - $4,656 per person"
42.854886,-71.6082,4125.04624491,"03031 - $44,600,000 - AeroSat Corporation, Glacier Computer - $4,125 per person"
34.221512,-77.88452,42.8562009626,"28403 - $1,300,000 - ProForma Document Management Services, Real Estate Web Trainer, Tynken Interactive, WaterplayUSA.com, Wilmington Pharmaceuticals - $42 per person"
42.634112,-71.29849,2695.72872712,"01852 - $88,800,000 - Konarka Technologies, OMS SafeHarbor - $2,695 per person"
41.7715,-71.46485,267.508426515,"02920 - $10,000,000 - Agitar - $267 per person"
38.51394,-121.49201,4.58838802095,"95822 - $205,000 - Balsamiq, MarkTend, TrademarkFly - $4 per person"
40.842399,-74.48223,465.630638496,"07950 - $8,000,000 - Xtellus - $465 per person"
35.905765,-78.92113,4849.04378216,"27713 - $149,850,000 - Affinergy, Aldagen, Amphora Discovery, Argolyn Bioscience, Chimerix, ... - $4,849 per person"
33.998751,-117.44695,15.6257324562,"92509 - $1,000,000 - Firestorm Emergency Services - $15 per person"
35.605146,-82.31665,25.367833587,"28711 - $300,000 - Roomtag - $25 per person"
44.873398,-93.14538,5691.44430326,"55120 - $26,875,000 - Kalypto Medical, Travanti Pharma, WuXi AppTec - $5,691 per person"
44.844965,-93.14431,2774.17682136,"55121 - $21,400,000 - Gearworks, Intertech, Intradyn, Nabbit - $2,774 per person"
37.905924,-122.05858,188.190438948,"94596 - $7,700,000 - FonJax, Market6, Maxis, RememberItNow, YLighting, ... - $188 per person"
40.71209,-73.95427,161.242933869,"11211 - $13,720,000 - Disrupto, Hot Potato, Propertyshark, Source4Style, VBS TV, ... - $161 per person"
39.688278,-105.14558,815.847012368,"80228 - $25,000,000 - Generation21 Learning Systems, WebGravity, ZeaChem - $815 per person"
41.465811,-73.39982,620.69393582,"06804 - $10,000,000 - Validus DC Systems, LLC - $620 per person"
41.649733,-71.46815,1088.73162765,"02818 - $20,000,000 - Accuvia, EPAC Software Technologies, Vector Software - $1,088 per person"
41.379978,-73.40105,61.0602275881,"06801 - $1,100,000 - Countdown To Buy - $61 per person"
38.97583,-95.30399,51.6274953289,"66049 - $1,050,000 - CritiTech - $51 per person"
40.099204,-83.05567,424.043252412,"43235 - $16,000,000 - Primatech - $424 per person"
40.731901,-74.0402,4083.54114713,"07310 - $26,200,000 - Comodo, Mantara, Reasonart, Simply Good Media, Seepath Solutions, ... - $4,083 per person"
33.680408,-117.82592,43993.2423421,"92614 - $989,540,000 - Analytix On Demand, Artiklz, AskMeNow, BridgeGate, ChipSolutions, ... - $43,993 per person"
33.650813,-117.81771,1071.10667219,"92612 - $43,970,000 - Aktino, Allergan, Autobytel.com, BookPal, DealPerk, ... - $1,071 per person"
33.685479,-117.6669,9087.25077739,"92610 - $99,360,000 - Aristos Logic, AVST - $9,087 per person"
33.659639,-117.73948,55763.1475306,"92618 - $351,140,540 - Accenx Technologies, AqueSys, Arbitech, Automatic, Axiom Microdevices, ... - $55,763 per person"
32.721632,-97.14698,492.313437481,"76013 - $15,820,000 - Process Data Control - $492 per person"
29.801949,-82.48872,4271.40255009,"32615 - $46,900,000 - Applied Genetics Technologies Corporation, Pasteuria Bioscience - $4,271 per person"
40.677404,-74.96875,8275.86206897,"08827 - $36,000,000 - Enpirion - $8,275 per person"
42.689962,-73.22355,143.053330282,"01267 - $1,250,000 - VoIP Logic - $143 per person"
34.44005,-119.75496,1.94129523218,"93105 - $50,000 - enavu, Make It Work, Suite Arrival - $1 per person"
34.428191,-119.68412,31.1347415816,"93103 - $650,000 - EZ-Apps, FindTheBest, Phone Halo - $31 per person"
41.235248,-96.11505,98.7283784851,"68144 - $2,500,000 - RemitPro, Used Spa Lot - $98 per person"
34.433687,-119.63184,526.026536861,"93108 - $6,700,000 - introNetworks, Procore Technologies, QAD, Shiva Media - $526 per person"
